Palo Alto-CA-PXPA,82020:1802,,,,off,sndu1pxpa  ,sndu1pxpa.ultradns.net ,HP,ProLiant DL160 G5,2UX826027K,,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,82020:1802,,,,off,cds2pxpa,cds2pxpa,,,,,,,
Palo Alto-CA-PXPA,82020:1802,,,,off,cds1pxpa,cds1pxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:1802,,,,off,ntap1pxpa ,ntap1pxpa.ultradns.net,HP,ProLiant DL165 G6,USE019N958,144452,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,301,,,,off,ntap2pxpa ,ntap2pxpa.ultradns.net,HP,ProLiant DL180 G6,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,16051
Palo Alto-CA-PXPA,82020:1802,,,,on,xfr2pxpa ,xfr2pxpa.ultradns.net,HP,ProLiant DL385 G5,2UX84104RF,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,mxb2pxpa ,mxb2pxpa.ultradns.net,HP,ProLiant DL385 G5,,,Production,UltraDNS-EDNS,UltraDNS MXBacker,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,rdns2pxpa ,rdns2pxpa.ultradns.net,HP,ProLiant DL165 G5,2UX83901K5,140709,Production,UltraDNS-EDNS,UltraDNS RDNS Resolvers,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,rdns3pxpa ,rdns3pxpa.ultradns.net,HP,ProLiant DL165 G5,2UX838011E,,Production,UltraDNS-EDNS,UltraDNS RDNS Resolvers,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,rr1pxpa ,rr1pxpa.ultradns.net,HP,ProLiant DL385 G5,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:1802,,,,on,tms1pxpa ,tms1pxpa.ultradns.net,ARBOR,CZA-46027,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,sw4pxpa ,sw4pxpa.ultradns.net,Cisco,WS-C3750G-24T,CAT1117NH0H,,Production,"Network - Shared, UltraDNS-Common","Network.NET.Network - Shared, Ultra-Network",,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,mrv4pxpa,mrv4pxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,mrv5pxpa,mrv5pxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,dnsawp2pxpa ,dnsawp2pxpa.ultradns.net,HP,ProLiant DL385 G5p,,,Production,UltraDNS-Recursive,SQUID Proxies.HOST.UltraDNS-Recursive,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,swspxpa,swspxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,dnsawp1pxpa ,dnsawp1pxpa.ultradns.net,HP,ProLiant DL385 G5p,2UX917027P,,Production,UltraDNS-Recursive,SQUID Proxies.HOST.UltraDNS-Recursive,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,dnsamdb1pxpa ,dnsamdb1pxpa.ultradns.net,HP,ProLiant DL385 G5,,141260,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,sbm1pxpa ,sbm1pxpa.ultradns.net,HP,ProLiant DL385 G5,2UX8260154,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,sba1pxpa ,sba1pxpa.ultradns.net,HP,ProLiant DL385 G5,2UX8260152,,Production,UltraDNS-Traffic Services,Ultra-SitebackerAgent,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,sshgwpxpa,sshgwpxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,monxm2pxpa ,monxm2pxpa.ultradns.net,HP,ProLiant DL160 G6,MXQ939081P,142922,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,dnsacp1pxpa ,dnsacp1pxpa.ultradns.net,HP,ProLiant DL160 G6,2UX9140333,141897,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,wedcrs2pxpa,wedcrs2pxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,wedcrs1pxpa,wedcrs1pxpa,,,,,,,,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,api1pxpa ,api1pxpa.ultradns.net,HP,ProLiant DL165 G5,2UX8430399,,Production,UltraDNS,UltraDNS,,,,
Palo Alto-CA-PXPA,82020:0702,,,,off,ds1pxpa ,ds1pxpa.ultradns.net,HP,ProLiant DL385 G5,,140712,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,82020:0702,,,,on,ui1pxpa ,ui1pxpa.ultradns.net,HP,ProLiant DL165 G5,2UX93005FL,142312,Production,UltraDNS,UltraDNS,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,on,sansw1pxpa ,sansw1pxpa.ultradns.net,HP,ProLiant DL385 G5,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,on,sansw2pxpa ,sansw2pxpa.ultradns.net,HP,ProLiant DL385 G5,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,off,monxm1pxpa ,monxm1pxpa.ultradns.net,HP,ProLiant DL160 G6,MXQ946065W,142924,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,on,cdb1pxpa ,cdb1pxpa.ultradns.net,HP,ProLiant DL385 G5,USE029NJCJ,144909,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,on,leafdb4pxpa ,leafdb4pxpa.ultradns.net,HP,ProLiant DL385 G5,,410705,Production,UltraDNS-Common,Leaf Database Server,,,,
Palo Alto-CA-PXPA,505,,,,off,signer2pxpa ,signer2pxpa.ultradns.net,HP,ProLiant DL385,,,Production,UltraDNS-Common,UltraDNS Infrastructure,,,,372
Palo Alto-CA-PXPA,81015:1212 ,,,,off,cassandra1pxpa,cassandra1pxpa,,,,,,,
Palo Alto-CA-PXPA,81015:1212 ,,,,off,signer1pxpa ,signer1pxpa.ultradns.net,HP,ProLiant DL385 G5,USE029NJCP,144882,Production,UltraDNS,UltraDNS
Palo Alto-CA-PXPA,81015:1212 ,,,,off,cassandra2pxpa ,cassandra2pxpa.ultradns.net,DELL,2950,,,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1212 ,,,,on,cx1bpxpa,cx1bpxpa,,,,,,,
Palo Alto-CA-PXPA,81015:1211 ,,,,on,,,HP,ProLiant DL385 G5,,,,,
Palo Alto-CA-PXPA,81015:1211 ,,,,off,rtrpxpa ,rtrpxpa.ultradns.net,Juniper,M120,JN10905A9AEA,10933,Production,UltraDNS-Common,Ultra-Network
Palo Alto-CA-PXPA,81015:1211 ,,,,on,csrvappl1pxpa ,csrvappl1pxpa.ultradns.net,HP,ProLiant DL165 G6,USE025N321,,Production,UltraDNS-Common,UltraDNS-Recursive
Palo Alto-CA-PXPA,81015:1211 ,,,,on,mrv2pxpa,mrv2pxpa,,,,,,,
Palo Alto-CA-PXPA,81015:1211 ,,,,on,weblb2pxpa ,weblb2pxpa.ultradns.net,HP,ProLiant DL385 G5,USE029NJD6,144913,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1211 ,,,,on,tldsec2xpa,tldsec2xpa,,,,,,,
Palo Alto-CA-PXPA,81015:1211 ,,,,on,api2pxpa ,api2pxpa.ultradns.net,HP,ProLiant DL165 G5,2UX843039J,,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1211 ,,,,on,cdb1pxpa ,cdb1pxpa.ultradns.net,HP,ProLiant DL385,USE029NJCJ,144909,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1211 ,,,,off,leafdb4pxpa ,leafdb4pxpa.ultradns.net,HP,ProLiant DL385,,410705,Production,UltraDNS-Common,Leaf Database Server
Palo Alto-CA-PXPA,81015:1211 ,,,,on,ftp1eqsj ,ftp1eqsj.ultradns.net,HP,ProLiant DL385 G6,,,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1211 ,,,,on,weblb1pxpa ,weblb1pxpa.ultradns.net,HP,ProLiant DL385,USE029NJCN,144879,Production,UltraDNS-Common,UltraDNS Infrastructure
Palo Alto-CA-PXPA,81015:1211 ,,,,on,tldsec1pxpa ,tldsec1pxpa.ultradns.net,HP,ProLiant DL385 G5p,USE952N656,143419,Production,UltraDNS-EDNS,UltraDNS TLD
Palo Alto-CA-PXPA,81015:1210 ,,,,off,leafdb4pxpa ,leafdb4pxpa.ultradns.net,HP,ProLiant DL385 G5,
Palo Alto-CA-PXPA,81015:1210 ,,,,off,leafdb3pxpa,leafdb3pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,,,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,mrv1pxpa,mrv1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,sw1pxpa,sw1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,mxb1pxpa,mxb1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,xfr1pxpa,xfr1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,adm1n1pxpa,adm1n1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,udns6pxpa,udns6pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,off,,,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,lb4pxpa,lb4pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,lb3pxpa,lb3pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,logc1pxpa,logc1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,neteng1pxpa,neteng1pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,pcap2pxpa,pcap2pxpa,,,
Palo Alto-CA-PXPA,81015:0702  ,,,,on,pcap1pxpa,pcap1pxpa,,,
Palo Alto-CA-PXPA,1703,36,1,36,on,,,Cisco,2811,FTX1310A1PA,,,,,,,,
Palo Alto-CA-PXPA,1703,38,1,"37,38",on,,,Cisco,2821,FTX1310A0CW,,,,,,,,
Palo Alto-CA-PXPA,1703,35,1,35,on,,,Cisco,3750,FDO1252Y3YE,,,,,,,,
Palo Alto-CA-PXPA,1703,34,1,34,on,,,Cisco,7200 VXR,CNM21COARB ,,,,,,,,
Palo Alto-CA-PXPA,1703,39,1,39,on,,,Cisco,C3K-PWR-750WAC,COUPAA7BAA,,,,,,,,
Palo Alto-CA-PXPA,1703,33,1,33,on,,,Cisco,NPE-G2,COUCAWCAA,,,,,,,,
Paris-FRA-LVLT,C16.02,39,1,39,on,sw-cdg01-01  ,sw-cdg01-01.ultra.neustar.com,HP,E3800,SG26G0V47P,,,,,,,,
Paris-FRA-LVLT,C16.02,42,2,"41,42",,rtr-cdg01-01  ,rtr-cdg01-01.ultra.neustar.com,Juniper,J6350,JN11F1A34ADB,153911,,,,,,,
Paris-FRA-LVLT, C15.02,25,2,"24,25",,prv-cdg01-01,prv-cdg01-01.ultra.neustar.com,ARBOR,Pravail APS 2000,PR1-20131015C,,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Paris-FRA-LVLT, C15.02,36,2,"35,36",,resolver-cdg01-01 ,resolver-cdg01-01.prod.ultradns.net,HP,ProLiant DL385p G7,CZ3226N0PW,153907,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Paris-FRA-LVLT, C15.02,33,2,"32,33",,resolver-cdg01-02 ,resolver-cdg01-02.prod.ultradns.net,HP,ProLiant DL385p G7,CZ3226N0PN,153908,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Paris-FRA-LVLT, C15.02,30,2,"29,30",,uvm-cdg01-01 ,uvm-cdg01-01.prod.ultradns.net,HP,ProLiant DL385p G7,CZ3226N0LW,153909,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Paris-FRA-LVLT, C15.02,37,2,"26,27",,uvm-cdg01-02 ,uvm-cdg01-02.prod.ultradns.net,HP,ProLiant DL385p G7,CZ3226N0LY,153910,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Paris-FRA-LVLT, C15.02,22,2,"21,22",,dnsa-cdg01-01 ,dnsa-cdg01-01.prod.ultradns.net,HP,ProLiant DL385p G8,CZJ3430WFX,,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
Paris-FRA-LVLT, C15.02,20,2,"19,20",,dnsa-cdg01-02 ,dnsa-cdg01-02.prod.ultradns.net,HP,ProLiant DL385p G8,,,Production,UltraDNS-Recursive,Ultra-DNSAResolver,,,,
Phoenix-AZ-LVLT,103,39,1,39,,sw-phx01-01  ,sw-phx01-01.ultra.neustar.com,HP,E3800,SG22DLX1RZ,152780,Production,UltraDNS-Common,Ultra-Network,,,,
Phoenix-AZ-LVLT,103,40,1,40,,rtr-phx01-01  ,rtr-phx01-01.ultra.neustar.com,Juniper,J6350,JN11E59D2ADB,152779,Production,UltraDNS-Common,Ultra-Network,,,,
Phoenix-AZ-LVLT,103,18,1,18,,prv-phx01-01,prv-phx01-01.ultra.neustar.com,ARBOR,Pravail APS 2000,PR1-20131066C,157876,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
Phoenix-AZ-LVLT,103,36,1,36,,resolver-phx01-01 ,resolver-phx01-01.prod.ultradns.net,HP,ProLiant DL385p G7,5667633,152783,Production,UltraDNS-Recursive,Ultra-DNSAResolver,,,,
Phoenix-AZ-LVLT,103,31,1,31,,uvm-phx01-01 ,uvm-phx01-01.prod.ultradns.net,HP,ProLiant DL385p G7,5667680,152781,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Phoenix-AZ-LVLT,103,33,1,33,,resolver-phx01-02 ,resolver-phx01-02.prod.ultradns.net,HP,ProLiant DL385p G7,5667681,152784,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
Phoenix-AZ-LVLT,103,28,1,28,,uvm-phx01-02 ,uvm-phx01-02.prod.ultradns.net,HP,ProLiant DL385p G7,MXQ3410BTH,152782,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
Phoenix-AZ-LVLT,103,1,1,1,,,,HP,ProLiant DL385p G7,,,,,,,,,
Phoenix-AZ-LVLT,103,24,1,24,,dnsa-phx01-01 ,dnsa-phx01-01.prod.ultradns.net,HP,ProLiant DL385p G8,MXQ3410BTJ,157877,Production,UltraDNS-Recursive,Ultra-DNSAResolver,,,,
Phoenix-AZ-LVLT,103,22,1,22,,dnsa-phx01-02 ,dnsa-phx01-02.prod.ultradns.net,HP,ProLiant DL385p G8,PR1-20431066C,157878,Production,UltraDNS-Recursive,Ultra-DNSAResolver,,,,
San Jose-CA-EQIX-SV5,104,36,2,"35,36",,cp1sjo,cp1sjo,,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,104,27,6,"22,23,24,25,26,27",,tms8sjo,tms8sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,104,20,6,"20,19,18,17,16,15",,tms7sjo,tms7sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,104,13,6,"8,9,10,11,12,13",,tms6sjo,tms6sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,104,6,6,"1,2,3,4,5,6",,tms5sjo,tms5sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,107,13,8,"6,7,8,9,10,11,12,13",on,rtr1sjo ,rtr1sjo.scrubbingcenter.com,Juniper,MX480,JN11CC1E9AFB,148831,Production,"UltraDNS-Common, Site Protect","Ultra-Network, Site Protect",,,,
San Jose-CA-EQIX-SV5,106,25,6,"20,21,22,23,24,25",,tms4sjo,tms4sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,106,18,6,"13,14,15,16,17,18",,tms3sjo,tms3sjo,ARBOR,,,,Production,,,,,,
San Jose-CA-EQIX-SV5,106,39,1,39,on,stlabmrva.va ,stlabmrva.va.neustar.com,MRV,4000T ,00A09C00722C,10470,Production,Site Protect,Site Protect,,,,
San Jose-CA-EQIX-SV5,106,38,1,38,on,sw1sjo ,sw1sjo.scrubbingcenter.com,Cisco,Catalyst 4948,FOX1503HDLP,148749,Production,"Site Protect, UltraDNS-Common","Site Protect, Ultra-Network",,,,
San Jose-CA-EQIX-SV5,106,30,1,30,on,sw2sjo ,sw2sjo.scrubbingcenter.com,Juniper,EX4550,LX0213225220,,Production,Site Protect,Site Protect,,,,
San Jose-CA-EQIX-SV5,106,21,2,"20,21",on,ntsc1sjo ,ntsc1sjo.scrubbingcenter.com,CITRIX,Netscaler MPX,JMWKS21EUR,148755,Production,Site Protect,Network.NET.Site Protect,,,,
San Jose-CA-EQIX-SV5,106,23,2,"22,23",on,admin2,admin2,HP,ProLiant DL385 G7,USE124N85T,,,,,,,,
San Jose-CA-EQIX-SV5,106,25,2,"24,25",on,admin1,admin1,HP,ProLiant DL385 G7,USE124N85X,,,,,,,,
San Jose-CA-EQIX-SV5,106,27,2,"26,27",on,pcap1,pcap1,HP,ProLiant DL385 G7,USE124NA6K,148814,,,,,,,
San Jose-CA-EQIX-SV5,106,13,6,"8,9,10,11,12,13",on,tms1sjo ,tms1sjo.scrubbingcenter.com,ARBOR,TMS-4000,CZC-150MZ,,Production,Site Protect,Network.NET.Site Protect,,,,
San Jose-CA-EQIX-SV5,106,7,6,"1,2,3,4,5,6,7",on,tms2sjo ,tms2sjo.scrubbingcenter.com,ARBOR,TMS-4000,,,Production,Site Protect,Network.NET.Site Protect,,,,
San Jose-CA-EQIX-SV5,103,19,1,19,on,sw-sjcsp01-01  ,sw-sjcsp01-01.ultra.neustar.com,Cisco,Catalyst 3750,FDO1732R19B,157945,Production,UltraDNS-Common,Ultra-Network,,,,
San Jose-CA-EQIX-SV5,103,21,2,"20,21",on,rtr-sjcsp01-01  ,rtr-sjcsp01-01.ultra.neustar.com,Juniper,J6350,JN11E421DADB,152758,Production,UltraDNS-Common,Ultra-Network,,,,
San Jose-CA-EQIX-SV5,103,25,2,"24,25",on,xtldedge-sjcsp01-02 ,xtldedge-sjcsp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE029NJD1,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,27,2,"26,27",on,xtldedge-sjcsp01-01 ,xtldedge-sjcsp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE030N15D,144884,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,23,2,"22,23",on,xtldedge-sjcsp01-03 ,xtldedge-sjcsp01-03.prod.ultradns.net,HP,ProLiant DL385 G7,USE030N15G,,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,4,2,"5,4",on,resolver-sjcsp01-03 ,resolver-sjcsp01-03.prod.ultradns.net,HP,ProLiant DL385 G7,USE216288P,152764,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,9,2,"8,9",on,resolver-sjcsp01-01 ,resolver-sjcsp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE216288S,152766,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,7,2,"6,7",on,resolver-sjcsp01-02 ,resolver-sjcsp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628B9,152765,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,2,2,"3,2",on,resolver-sjcsp01-04 ,resolver-sjcsp01-04.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BD,152763,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,103,11,2,"10,11",on,uvm-sjcsp01-04 ,uvm-sjcsp01-04.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CB,152762,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,103,17,2,"16,17",on,uvm-sjcsp01-01 ,uvm-sjcsp01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628CN,152759,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,103,15,2,"14,15",on,uvm-sjcsp01-02 ,uvm-sjcsp01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628D1,152760,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,103,13,2,"12,13",on,uvm-sjcsp01-03 ,uvm-sjcsp01-03.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DF,152761,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,102,21,1,21,on,switch-sjc02-01,switch-sjc02-01,HP,ProLiant DL385p G8,SG22DLX1V4,152757,,,,,,,
San Jose-CA-EQIX-SV5,102,14,2,"13,14",on,dnsa-sjcsp01-02 ,dnsa-sjcsp01-02.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK04,157682,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,4,2,"3,4",on,dnsa-sjcsp01-07 ,dnsa-sjcsp01-07.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK09,157687,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,8,2,"7,8",on,dnsa-sjcsp01-05 ,dnsa-sjcsp01-05.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0B,157685,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,16,2,"15,16",on,dnsa-sjcsp01-01 ,dnsa-sjcsp01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0D,157681,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,2,2,"1,2",on,dnsa-sjcsp01-08 ,dnsa-sjcsp01-08.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0J,157688,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,10,2,"9,10",on,dnsa-sjcsp01-04 ,dnsa-sjcsp01-04.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0L,157684,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,6,2,"5,6",on,dnsa-sjcsp01-06 ,dnsa-sjcsp01-06.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0R,157686,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,102,12,2,"11,12",on,dnsa-sjcsp01-03 ,dnsa-sjcsp01-03.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK0T,157683,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,101,19,1,19,on,sw-sjcsp01-01  ,sw-sjcsp01-01.ultra.neustar.com,HP,E3800,SG22DLX0QD,152755,Production,UltraDNS-Common,Ultra-Network,,,,
San Jose-CA-EQIX-SV5,101,21,2,"20,21",,router-sfo01-01,router-sfo01-01,Juniper,J6350,JN11E55DCADB,152756,Production,UltraDNS-Common,Ultra-Network,,,,
San Jose-CA-EQIX-SV5,101,18,2,"17,18",on,prv-sjc01-01  ,prv-sjc01-01.ultra.neustar.com,ARBOR,Pravail APS 2000,PRI-20131058C,157882,Production,"Site Protect, UltraDNS","Assets.HOST.Site Protect, UltraDNS",,,,
San Jose-CA-EQIX-SV5,101,9,2,"8,9",on,resolver-sjc01-01 ,resolver-sjc01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628B7,152754,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,101,5,2,"4,5",on,uvm-sjc01-01 ,uvm-sjc01-01.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628BB,152752,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,101,7,2,"6,7",on,resolver-sjc01-02 ,resolver-sjc01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628C5,152753,Production,UltraDNS-Resolver,Assets.HOST.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,101,3,2,"2,3",on,uvm-sjc01-02 ,uvm-sjc01-02.prod.ultradns.net,HP,ProLiant DL385 G7,USE21628DN,152751,Production,UltraDNS-Common,Ultra-Hypervisor,,,,
San Jose-CA-EQIX-SV5,101,15,2,"14,15",on,xtldedge-sjc01-01 ,xtldedge-sjc01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE029NJCM,144886,Production,UltraDNS-Resolver,Assets.HOST.Ultra-XTLD.UltraDNS-Resolver,,,,
San Jose-CA-EQIX-SV5,101,13,2,"12,13",on,dnsa-sjc01-01 ,dnsa-sjc01-01.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JJYN,157883,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV5,101,11,2,"10,11",on,dnsa-sjc01-02 ,dnsa-sjc01-02.prod.ultradns.net,HP,ProLiant DL385p G8,USE343JK08,157884,Production,UltraDNS-Recursive,Resolver.HOST.UltraDNS-Recursive,,,,
San Jose-CA-EQIX-SV6,102,28,1,28,on,,,SourceFire,,12091900400018-P,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,102,27,1,27,on,SvWebUtil,SvWebUtil,Dell,,7LZ6ZK1,,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
San Jose-CA-EQIX-SV6,102,2,1,2,,,,TrippLite,,9832ACPCB675600063,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,102,43,1,43,on,,,Cisco,Catalyst 3750,FOC1232Y0GF,159493,None,Network - Shared,Network.NET.Network - Shared,,,,
San Jose-CA-EQIX-SV6,102,41,1,41,on,,,Cisco,Catalyst 3750,FOC1306W5R0,159494,None,Network - Shared,Network.NET.Network - Shared,,,,
San Jose-CA-EQIX-SV6,102,36,1,36,on,,,Cisco,,FOC1524W10W,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,102,44,1,44,on,,,Dell,,JP5GSL1,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,101,28,1,28,on,,,Dell,,BH0M8R1,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,101,39,1,39,on,,,F5,,chs406240s,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,101,44,1,44,on,,,Cisco,,COUCAK5CAA,,,Ferd,,,,,
